Subject	Object
CHEBI:16526	pubmed:17190796
CHEBI:16526	pubmed:16659660
CHEBI:16526	pubmed:16656478
CHEBI:16526	pubmed:16591971
CHEBI:16526	pubmed:15050588
CHEBI:16526	pubmed:14639145
CHEBI:16526	pubmed:11802652
CHEBI:16526	pubmed:11584085
CHEBI:16526	pubmed:11094503
CHEBI:16526	pubmed:10826146
CHEBI:16526	ppdb:119
CHEBI:16526	pdb-ccd:CO2
CHEBI:16526	molbase:752
CHEBI:16526	metacyc.compound:CARBON-DIOXIDE
CHEBI:16526	kegg.drug:D00004
CHEBI:16526	kegg.compound:C00011
CHEBI:16526	hmdb:HMDB0001967
CHEBI:16526	gmelin:989
CHEBI:16526	drugcentral:4256
CHEBI:16526	cas:124-38-9
CHEBI:16541	kegg.compound:C00017
CHEBI:16646	wikipedia.en:Carbohydrate
CHEBI:16666	wikipedia.en:Prephenic_acid
CHEBI:16666	reaxys:2698270
CHEBI:16666	pubmed:155813
CHEBI:16666	pubmed:14185725
CHEBI:16666	pubmed:13363412
CHEBI:16666	pubmed:1156090
CHEBI:16666	pdb-ccd:PRE
CHEBI:16666	knapsack:C00019632
CHEBI:16666	hmdb:HMDB0012283
CHEBI:16666	drugbank:DB08427
CHEBI:16666	cas:126-49-8
CHEBI:16666	agr:IND44654981
CHEBI:16670	kegg.compound:C00012
CHEBI:16701	kegg.compound:C01117
CHEBI:16708	wikipedia.en:Adenine
CHEBI:16708	reaxys:608603
CHEBI:16708	pubmed:8070089
CHEBI:16708	pubmed:17439666
CHEBI:16708	pubmed:15715490
CHEBI:16708	pubmed:15063338
CHEBI:16708	pubmed:12951489
CHEBI:16708	pubmed:12829005
CHEBI:16708	pubmed:11985597
CHEBI:16708	pdb-ccd:ADE
CHEBI:16708	metacyc.compound:ADENINE
CHEBI:16708	knapsack:C00001490
CHEBI:16708	kegg.drug:D00034
CHEBI:16708	kegg.compound:C00147
CHEBI:16708	hmdb:HMDB0000034
CHEBI:16708	gmelin:3903
CHEBI:16708	drugcentral:89
